,address,label,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,confirmations_mean,confirmations_median,confirmations_std,confirmations_min,confirmations_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max
60,128dG4hrRP1xhV4HBdqxicsxejtwj3fTSZ,exchange,32,104316,5748964.094,2144256,11862981.36,3154,50647513,50644359,10875.875,9464,12064.45607,191,37126,43482.96875,37856,48276.46821,665,148504,178619.75,194559.5,30754.87528,99532,203848,67.78125,53,75.92344802,1,225,24.875,7,41.90677057,1,183,2554896996,1560086734,3429630705,333470,17021290478,2549148032,1556841224,3421360259,330106,16970642965
61,128WVSKCqi5QZrdDVvupi9JdnKJCSdGNmo,miner,12,30041,1262886.083,144024.5,2920209.307,3570,10000000,9996430,8955.833333,1372,24275.41732,351,85889,35796.08333,5488,97112.25192,1077,343556,156570.9167,156745,11043.57595,144155,174216,57,4.5,165.7040077,1,582,15.91666667,3.5,27.99499414,1,100,940885409.1,341376863.5,1308889315,109551215,4637305823,939622523,341108613,1308103454,109547645,4637298863
62,129ErMVshjWn6fnH13yv54rb3a8FWCvm7m,exchange,2,2,2205421,2205421,2742865.79,265922,4144920,3878998,16837,16837,20442.45704,2382,31292,67348,67348,81769.82818,9528,125168,153731,153731,1.414213562,153730,153732,101,101,141.4213562,1,201,57,57,14.14213562,47,67,4043518803,4043518803,3539954798,1540392760,6546644845,4041313382,4041313382,3542697663,1536247840,6546378923
63,129iTGKofuDQcTbPvxUb6H7cYFHjaGqmB6,miner,8,5263,748519,152337,1723692.077,732,5000000,4999268,8109.125,6805,8771.167416,225,25597,32354.375,27220,35166.57013,900,102388,151202.5,151330,2047.936592,148431,153725,51.25,34.5,61.84947165,1,173,16.125,2,34.45675343,2,101,2440726852,501000024.5,3810588555,81453996,9780059668,2439978333,500847687.5,3810920300,81452796,9780049668
64,129NLAt2x8px3so7UcVWD9v4Ve2Fvg9zNR,coinjoin-like,5,3,50000,50000,0,50000,50000,0,294.4,258,80.83501716,258,439,1177.6,1032,323.3400687,1032,1756,362455.8,362456,1.095445115,362454,362457,1.2,1,0.447213595,1,2,2,2,0,2,2,7104342331,7114405414,774900710.8,6114305414,8064190000,7104292331,7114355414,774900710.8,6114255414,8064140000
65,129pZBg7cE7o1q4fGG7B4o8w7prXQTAuvR,services,28,35203,53678.10714,36323.5,58451.606,1130,253846,252716,7032.535714,741,9131.712896,191,25000,28130.14286,2964,36526.85158,764,100000,152270.1071,153347,6335.890305,122702,157875,42.21428571,4.5,55.25051174,1,150,4.214285714,2,3.813787297,1,17,223399042.9,2092778,693301373.9,48870,2722149022,223345364.8,2085557.5,693291927.5,47740,2722109057
66,129qcCFuK9zU96BhrpyaTyUv95qshu82jn,gambling,74,40633,19762.08108,14032.5,19702.19471,1000,100000,99000,521.6081081,373,458.6592676,191,2437,2086.432432,1492,1834.63707,764,9748,300079,302365.5,7379.582646,263377,304010,2.891891892,1,3.072492039,1,16,2.5,2,3.604601321,1,31,262842352.8,4888639.5,1168981812,10520,7401951989,262822590.8,4873639.5,1168980744,9520,7401947548
67,129upk68UJ9X4Zb89kpLCiSthxPSwbsjUj,miner,74,27120,152908.1757,160000,107141.8778,2734,369800,367066,14848.60811,845.5,31562.16147,192,95923,59384.09459,3382,126253.4502,768,383692,154950.8919,154176.5,8059.425496,139553,166644,98.31081081,2,214.9156525,1,650,9.986486486,12,12.56380237,1,94,823642798.9,15386851,1875825008,3586436,9227113167,823489890.7,15269001,1875813383,3574236,9226913167
68,12a5GdW5yVLZyLvwkezaVKStQtNeThPYZV,miner,20,123012,745602.4,92476,1929026.309,245,8618200,8617955,8677.8,1150,19377.91855,226,85886,34399.95,4600,77553.28859,665,343544,118814.85,135242.5,39855.61987,38207,161219,57.5,5.5,131.6796352,1,582,4.4,2,7.576973427,1,31,1508656960,328449274.5,2723232281,8256880,10001818986,1507911358,327973698.5,2722237340,8256546,10001016940
69,12A6kHyHLpDuSn62w8Jc8xyu41UkQM8b1z,exchange,8,126717,508942.625,304200,686252.111,2021,2122080,2120059,7535.125,3859,11363.60008,1291,35442,30014.125,15436,45507.31071,4822,141768,100406.75,110232,58885.89264,26991,153734,42.375,13.5,80.75878988,2,240,38.5,13,42.55416716,1,101,12253581343,7530146404,14028270666,318634829,43798086255,12253072400,7529906104,14028158489,318632808,43797523503
70,12A6mgDLTKWy3KJ6GqpQKeJjmLe86LP6sb,coinjoin-like,2,6,82340,82340,88162.07348,20000,144680,124680,2215,2215,1978.484774,816,3614,8860,8860,7913.939095,3264,14456,275856.5,275856.5,19.09188309,275843,275870,14.5,14.5,13.43502884,5,24,2,2,0,2,2,697442387.5,697442387.5,903261578.7,58740000,1336144775,697360047.5,697360047.5,903173416.6,58720000,1336000095
71,12AE3fQj1CsSGL9c3aZpkSDz991KUxntvB,services,250,21181,67299.6,70000,46129.86427,2400,374100,371700,6353.444,8857,3640.704958,223,9025,25413.776,35428,14562.81983,892,36100,97898.344,97941,6352.883055,86591,107783,35.856,50,20.53528807,1,50,1.444,1,0.882029423,1,7,3029184120,1891148290,3673374123,3532840,25122163866,3029116820,1891078290,3673371463,3462840,25122071366
72,12AF8AfxRNX9hRMxnPgUGmHWfcNGWBUgPf,exchange,23,142930,596628.913,100000,1401254.577,5111,5478132,5473021,8559.043478,2880,12194.3846,191,38166,34236.17391,11520,48777.5384,764,152664,116039.5652,146771,46270.4028,20749,163679,53.39130435,17,75.99206844,1,240,20.73913043,2,67.79663265,1,329,6185982850,240690000,13291021693,752975,56826362972,6185386221,240670000,13290321998,682340,56825350172
73,12akbk7F1S6Cpoe3FCjunCtTcXEPjQpf9w,gambling,88,39860,13717.38636,10000,24949.89378,1000,238077,237077,611.0681818,374.5,1389.88276,225,12504,2444.272727,1498,5559.531041,900,50016,384307.1591,384864,5096.746663,363593,403453,3.602272727,2,9.396183834,1,84,2,2,0,2,2,15312225.63,9015040,32854047.12,1323582,228877852,15298508.24,9005035,32837603.62,1313582,228867852
74,12ar6hznvDPMmouanhdZUSSa3JEq5j3vHa,miner,36,46249,277060.0278,100000,695303.088,8996,4094484,4085488,3384.027778,1759,5532.759386,293,21251,13536.11111,7036,22131.03755,1172,85004,161691.2778,157943.5,10840.38254,153707,199951,15.97222222,4,34.89206714,1,139,16.52777778,2,31.63766843,2,151,789168261.1,88019352.5,1977836580,2161440,7877616822,788891201.1,87891360.5,1977414380,2145780,7877484692
75,12arNqn8jopgbtYgXgdiUTyd7B1vKPLXTL,exchange,250,116958,522519.62,47643.5,961006.6481,1000,5556551,5555551,7989.224,780,13153.71723,191,54702,31592.6,2698,52783.80709,449,218808,76868.576,84766.5,32001.26242,4722,121680,49.76,3,86.66988564,1,240,16.58,3,46.63275733,1,601,15527090917,1381883664,65464200709,8011,7.69763E+11,15526568398,1381673255,65463944663,2081,7.69762E+11
76,12aU8GY7y8gVcnfb3rW39rX3239vLAX2k1,coinjoin-like,11,15,106745.4545,100000,53889.76681,10000,191960,181960,1318.545455,522,1251.19314,339,3614,5274.181818,2088,5004.772559,1356,14456,275855,275850,10.03992032,275844,275870,8.454545455,3,8.454154439,2,24,1.818181818,2,0.404519917,1,2,635812916.8,525997701,576008022.5,7791050,1336144775,635706171.4,525897701,575964630.8,7691050,1336000095
77,12aYNbUXcRdhS4AmCNxB89ZteWJ6Ej6UBs,services,2,831,218690,218690,213277.5473,67880,369500,301620,8676,8676,7113.494219,3646,13706,34704,34704,28453.97687,14584,54824,154130.5,154130.5,569.2209589,153728,154533,42.5,42.5,57.27564928,2,83,52.5,52.5,68.58935778,4,101,1073984547,1073984547,1453916696,45910192,2102058902,1073765857,1073765857,1453703418,45842312,2101689402
78,12AYWEzWop4eMPQCJmRKpUR3oSPyUQ1xTJ,miner,250,31045,142291.128,50400,315640.461,1024,3790350,3789326,1979.452,1131,3576.893612,225,39170,7225.912,3856,14362.63798,669,156680,147492.668,150829.5,9533.540521,127599,158644,9.56,5,17.59810139,1,220,7.868,2,17.41285174,2,202,5162768598,2185242650,21353270845,117876364,3.03876E+11,5162626307,2185237032,21353180861,117764964,3.03875E+11
79,12aYx6GcLf2Ao2t7KpLuEecmGDydzkZrwU,miner,18,46136,489695.1667,64410.5,1039509.173,4754,4488160,4483406,15706.88889,15033.5,12074.50743,225,52705,58692.55556,59312,50610.42485,900,210820,165554.2778,162831.5,13588.11433,153709,199825,57.94444444,37.5,64.05372031,1,248,206,67,230.4925672,1,517,774157404.3,3874916,3245318310,61582,13777852336,773667709.1,3834733.5,3245434842,18702,13777837788
80,12aZnwXAscZeu5ensGZ9eAQDAHSagUpAu3,miner,87,167476,304928.1149,100000,563205.4544,1130,4047236,4046106,4113.655172,1700,5296.842363,191,30736,16124.7931,6792,21061.85196,577,122944,109349.4483,94932,42765.70363,27,167503,24.2183908,7,34.789876,1,201,5.011494253,2,10.47532455,1,82,2162676922,450170604,6669658096,1016800,58475372837,2162371994,450097450,6669569725,971600,58475186117
81,12B1KCSVYUHmRVhr5LiJwmmTcsSK3MY8hj,miner,18,15420,1892239.5,281600,5176971.433,1937,21226756,21224819,9198.888889,2955,19449.4328,225,81173,36402.72222,11820,77907.5624,900,324692,158072.2778,155569,5098.671428,153582,169002,59.05555556,18.5,131.543986,1,550,10,2,17.43896921,1,67,3115307970,418938125.5,5871547358,25460000,18106174552,3113415731,418788999.5,5869222345,25419040,18106070860
82,12B1WfGzxa6sgZMFSGWxLpAed4Vix6SjVh,miner,20,92339,229817.7,75040.5,520902.7193,452,2148408,2147956,52371.3,14574.5,56776.89518,191,134291,141475.2,58298,147906.7728,669,300068,117571.25,107634.5,27810.46144,87463,179802,319.05,96,344.4908486,1,790,4.2,1,10.77326125,1,49,418395432.4,62378928,1122241621,64174,5000000000,418165614.7,62303847.5,1122177744,63722,4999800931
83,12BDmjnTFq81p7mobU7NZAcu9rnagXAqLZ,miner,42,54636,1395071.929,89466.5,6817758.884,1139,44344535,44343396,7141.452381,1259,12081.31426,226,46151,28558.02381,5036,48329.83328,669,184604,156161.1429,150711.5,19326.24653,131280,185916,44.97619048,5,79.52894491,1,272,14.35714286,4,29.30397578,1,179,1039261589,116761725,2428676756,1966063,11342525485,1037866517,114501096.5,2425291384,1798283,11342346534
84,12Be6UqjhpFxysEuM3fYcoEy4JFfeEBN8B,miner,8,25758,155916.25,76771.5,181021.5582,3219,426200,422981,6187,4182.5,5561.99607,192,16592,24557.5,16730,22429.63773,768,66368,152504.25,152900,9761.565884,139224,164982,34.75,12.5,42.12142312,1,112,30.25,2,44.81629168,1,101,2319338502,501000073.5,3814165064,15344352,11384831125,2319182586,500982594.5,3814033449,15340962,11384404925
85,12bGCGgUqkccgnWWWW5zWhLD9AaYD5KVzg,coinjoin-like,4,28,142960,131180,53205.24285,100000,209480,109480,2429.75,2143,2442.173673,339,5094,9719,8572,9768.694693,1356,20376,276002.75,276004,5.560275773,275995,276008,16,14,16.4924225,2,34,1.75,2,0.5,1,2,650640578,603581235.5,700880589.7,44190000,1351209841,650497618,603450055.5,700829119.9,44090000,1351000361
86,12BGK8HT9yYi2XAZanzCnrUT6cK7LqDj6r,coinjoin-like,88,13047,66704.54545,20000,116043.2103,10000,920000,910000,5266.022727,440,11702.59318,257,91662,21064.09091,1760,46810.37271,1028,366648,381873.6705,382154,3446.109033,374042,387081,29.48863636,2,68.66108575,1,550,1.977272727,2,0.149886756,1,2,532164454.1,71539785,632828326,2685330,1389920030,532097749.6,71519785,632768325.7,2665330,1389004174
87,12bkuXqWU8EJGYWCqTq4PN4sudZeeZqnA9,miner,2,3,139874.5,139874.5,178258.084,13827,265922,252095,1376.5,1376.5,1421.991737,371,2382,5506,5506,5687.966948,1484,9528,153721.5,153721.5,14.8492424,153711,153732,1.5,1.5,0.707106781,1,2,34.5,34.5,45.96194078,2,67,3273798987,3273798987,4628503000,953129,6546644845,3273659113,3273659113,4628324742,939302,6546378923
88,12BMUMiuodbUHEv6AF8jA3N8LqSRqk7BoE,coinjoin-like,2,19,50000,50000,0,50000,50000,0,439.5,439.5,255.265548,259,620,1758,1758,1021.062192,1036,2480,330636.5,330636.5,13.43502884,330627,330646,2,2,1.414213562,1,3,2,2,0,2,2,3403110905,3403110905,1291543129,2489852000,4316369810,3403060905,3403060905,1291543129,2489802000,4316319810
89,12BobysBhFxgSXjmKQpN3k37TQFv3SfBpJ,coinjoin-like,97,30551,133448453.6,50000,485483438.6,0,2808000000,2808000000,7931.793814,374,21281.80791,191,99416,31727.17526,1496,85127.23165,764,397664,460626.4948,465598,8709.888155,437112,467648,43.96907216,2,118.1054837,1,552,1.948453608,2,0.222258015,1,2,85254753451,825000000,2.34977E+11,305691300,1.24582E+12,85121304998,825000000,2.3484E+11,305641300,1.24582E+12
90,12brydtJjuWkCtVjk9mkPtTWBWuf2o2g78,miner,20,63800,872767.95,55067.5,2194044.79,3300,9276000,9272700,4077.25,593,8124.030345,191,24563,16242.1,2372,32520.98298,764,98252,169821.95,179611.5,20260.31815,122248,186048,26.15,2.5,54.77540266,1,166,4.35,2,4.749238166,1,21,18035345790,125798520.5,49985835338,101971,1.97942E+11,18034473022,125714610.5,49985421497,89651,1.97939E+11
91,12bTCtrgV7sak1XRyDLV415Detqr9TzThh,gambling,250,44339,10045.12,10000,636.7706503,10000,20000,10000,2478.744,257,4326.96929,192,14800,9914.976,1028,17307.87716,768,59200,306074.78,307809,4915.114665,264281,308620,16.28,1,29.43568307,1,100,1.692,2,0.462592659,1,2,21385906.32,3759225,50103751.84,22633,504478537,21375861.2,3749225,50103768.63,12633,504468537
92,12BUjbQknTrAufLTh5DsPkBHTGWTHiWj2n,coinjoin-like,146,81995,173454.9521,18140.5,756190.4333,463,7761197,7760734,972.9726027,681.5,1095.036463,226,9378,3667.671233,2578,4374.335016,904,37512,154934.5342,152542.5,25141.00942,114904,196897,3.582191781,1,6.050086177,1,61,12.39041096,10,20.92824301,2,249,628812323.6,240049336.5,1242788330,2075223,12303585506,628638868.7,240039806,1242302887,2068764,12295824309
93,12cgpFdJViXbwHbhrA3TuW1EGnL25Zqc3P,exchange,250,826,213962.156,111264.5,196797.6756,20411,954670,934259,2128.484,761,2617.882717,224,15033,8512.628,3044,10465.07579,896,59805,423.712,428.5,242.9987957,11,857,11.272,4,14.13553215,1,50,4.116,3,28.66771521,1,455,1909842574,870060563,2541063898,702949,13676946332,1909628612,869873303.5,2541019397,682538,13676135834
94,12ciWG1Q4TJT6p95GmnC5UZNag4mnzoFot,gambling,250,12934,1839422.88,188758,2384532.779,11526,9493501,9481975,7337.64,667,9090.19127,191,33416,29350.56,2668,36360.76508,764,133664,202582.852,201110,3966.333992,195815,208749,48.88,3,61.89245758,1,226,1.964,2,0.423581972,1,5,857311076.2,301602665.5,1126057934,772924,9828829910,855471653.3,301546164.5,1124728167,685131,9828763419
95,12CT9X4CPaQUCgT7TAtAT3YD9AU7oGBPfJ,miner,8,4094,3463829.5,2806504,3644629.017,21409,7511600,7490191,34759.5,27863,36064.29866,821,74853,139038,111452,144257.1946,3284,299412,153001.125,152478,1806.463114,151427,155521,230.625,181.5,249.2949702,1,507,21.625,11,24.23066239,1,63,7858956091,10006250200,6145028800,762763839,18744513943,7855492262,10000005700,6143631035,762742430,18744263135
96,12CY5Hq3J447wguFunpNpEQfH1t2jFEnBB,exchange,250,74557,1113670.312,251800,1505037.328,456,7906155,7905699,12777.66,2516,14024.69041,218,31472,51023.952,10064,56173.30885,542,125888,133636.008,136013,19087.66141,76867,151444,81.404,4,93.57110124,1,201,16.492,11,20.89546405,1,101,2021103654,1194284745,2539203478,310982,18391686579,2019989984,1191267264,2538576774,310304,18389660634
97,12CZeH2YsAPTMTq7sPD5vKoLtgXqzybpSf,services,2,8,78803,78803,32460.4439,55850,101756,45906,1831,1831,2042.124384,387,3275,7324,7324,8168.497536,1548,13100,153715,153715,8.485281374,153709,153721,10,10,12.72792206,1,19,5.5,5.5,0.707106781,5,6,256045416.5,256045416.5,291309674.8,50058370,462032463,255966613.5,255966613.5,291277214.4,50002520,461930707
98,12czYtf78s2nASAn9die67kHQ6oUpZhYZ4,gambling,124,56,10710.40323,10000,3513.177146,10000,44980,34980,394.2822581,226,320.9945054,224,1994,1577.129032,904,1283.978022,896,7976,289756.1532,289751,15.65068084,289737,289793,2.14516129,1,2.177839417,1,13,2,2,0,2,2,61806403.34,71736197.5,49764633.21,1103422,430538204,61795692.94,71726197.5,49762968.55,1093422,430493224
